fap,Emploi moyen,Tension ,Catégorie Tension,Intensité d'embauches,Lien formation-emploi,Manque de main-d'œuvre disponible,Non-durabilité de l'emploi,Conditions de travail contraignantes,Inadéquation géographique,Année,niveau_geo,niveau_fap,reg,dep
A0Z42,1900,0.6316567395926246,5.0,5.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,84.0,
A0Z42,1900,-0.3897779008770873,2.0,5.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,93.0,
A0Z42,400,0.0002298230357289793,3.0,2.0,5.0,4.0,5.0,5.0,5.0,2019,reg,fap 225,94.0,
A0Z43,100,0.1408426598540765,,,,,,,,2019,reg,fap 225,1.0,
A0Z43,100,-0.4283212874913293,2.0,3.0,5.0,1.0,5.0,3.0,4.0,2019,reg,fap 225,2.0,
A0Z43,0,0.1527896795599538,,,,,,,,2019,reg,fap 225,3.0,
A0Z43,0,-1.000797842978382,1.0,5.0,5.0,1.0,5.0,3.0,4.0,2019,reg,fap 225,4.0,
A0Z43,500,0.4364190094919122,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2019,reg,fap 225,11.0,
A0Z43,500,1.488196093402502,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,reg,fap 225,24.0,
A0Z43,500,-0.2488454473446713,3.0,5.0,5.0,3.0,2.0,3.0,4.0,2019,reg,fap 225,27.0,
A0Z43,800,0.4775915733072265,4.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,reg,fap 225,28.0,
A0Z43,1800,0.6699669288388463,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,reg,fap 225,32.0,
A0Z43,800,0.8311369462605093,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,reg,fap 225,44.0,
A0Z43,1000,0.2974423494899587,4.0,5.0,5.0,3.0,4.0,3.0,4.0,2019,reg,fap 225,52.0,
A0Z43,1300,0.7559205593407841,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,reg,fap 225,53.0,
A0Z43,1800,0.9570701560374953,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2019,reg,fap 225,75.0,
A0Z43,1300,0.8108229053652942,5.0,5.0,5.0,2.0,5.0,3.0,4.0,2019,reg,fap 225,76.0,
A0Z43,700,0.6334100133100814,5.0,5.0,5.0,3.0,4.0,3.0,4.0,2019,reg,fap 225,84.0,
A0Z43,500,0.6411347376482094,5.0,5.0,5.0,2.0,3.0,3.0,4.0,2019,reg,fap 225,93.0,
A0Z43,0,0.5937627456030254,,,,,,,,2019,reg,fap 225,94.0,
A1Z40,200,1.762308234489056,5.0,3.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,1.0,
A1Z40,200,-0.5043249650990449,2.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,2.0,
A1Z40,0,-0.4161933089045625,,,,,,,,2019,reg,fap 225,3.0,
A1Z40,400,-0.1522498493226941,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,4.0,
A1Z40,1000,0.8639252149556449,5.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,11.0,
A1Z40,2200,0.1005716511097721,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,24.0,
A1Z40,1100,-0.07068889066373471,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,27.0,
A1Z40,1800,-0.1801715426446202,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,28.0,
A1Z40,3500,-0.02523614876736474,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,32.0,
A1Z40,1900,0.2682452974385752,4.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,44.0,
A1Z40,6000,0.7437725690808352,5.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,52.0,
A1Z40,5400,0.1635838523731906,4.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,53.0,
A1Z40,3900,-0.2613821466226134,2.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,75.0,
A1Z40,2600,-0.7313237013123124,1.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,76.0,
A1Z40,3100,-0.04154270548382488,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,84.0,
A1Z40,2800,-0.002217785938659234,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,93.0,
A1Z40,100,1.239993915862975,5.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,94.0,
A1Z41,1500,-0.9650874086582993,1.0,5.0,3.0,1.0,3.0,4.0,4.0,2019,reg,fap 225,1.0,
A1Z41,1400,-0.6860195019646712,1.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,2.0,
A1Z41,600,-0.3545886965076291,2.0,3.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,3.0,
A1Z41,4500,-1.226491404129265,1.0,5.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,4.0,
A1Z41,18800,0.06516520421201927,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2019,reg,fap 225,11.0,
A1Z41,7100,-0.1295825352859202,3.0,3.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,24.0,
A1Z41,5600,-0.3583000754641532,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,27.0,
A1Z41,8700,-0.1140417301667994,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,28.0,
A1Z41,14300,-0.4146879879230251,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,32.0,
A1Z41,10400,-0.390131578185519,2.0,5.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,44.0,
A1Z41,9700,0.453052253084905,4.0,4.0,3.0,1.0,4.0,4.0,4.0,2019,reg,fap 225,52.0,
A1Z41,9600,0.09181285204835926,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,53.0,
A1Z41,14600,-0.3490604996097344,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,75.0,
A1Z41,10600,-0.2877175782658145,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,76.0,
A1Z41,14300,0.0908447370119988,3.0,5.0,3.0,1.0,4.0,4.0,4.0,2019,reg,fap 225,84.0,
A1Z41,13400,-0.2049247667297006,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,93.0,
A1Z41,700,0.3996612645905761,4.0,5.0,3.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,94.0,
A1Z42,500,-0.9684303438081567,,,,,,,,2019,reg,fap 225,1.0,
A1Z42,1600,-0.7832212919697127,,,,,,,,2019,reg,fap 225,2.0,
A1Z42,0,-0.4161933089045625,,,,,,,,2019,reg,fap 225,3.0,
A1Z42,100,-0.5435022991914193,2.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,4.0,
A1Z42,200,-0.4585270969777505,2.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,11.0,
A1Z42,2900,0.01453982178898763,3.0,5.0,1.0,2.0,5.0,4.0,5.0,2019,reg,fap 225,24.0,
A1Z42,6800,0.1791919309947778,4.0,5.0,1.0,4.0,5.0,4.0,5.0,2019,reg,fap 225,27.0,
A1Z42,100,-0.1715542436821204,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,28.0,
A1Z42,1200,0.4462973516453997,4.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,32.0,
A1Z42,10500,-0.2289004044714169,3.0,5.0,1.0,3.0,5.0,4.0,5.0,2019,reg,fap 225,44.0,
A1Z42,4000,-0.1676310361912211,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,52.0,
A1Z42,200,-0.02842387625436307,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,53.0,
A1Z42,20100,0.1881066703405759,4.0,5.0,1.0,2.0,5.0,4.0,5.0,2019,reg,fap 225,75.0,
A1Z42,8600,-0.7464972827880912,1.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,76.0,
A1Z42,3400,-0.1236853922576641,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,84.0,
A1Z42,4400,-0.6254136289594662,1.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,93.0,
A1Z42,500,1.118452108913758,5.0,5.0,1.0,4.0,5.0,4.0,5.0,2019,reg,fap 225,94.0,
A2Z70,200,0.7036730958860717,5.0,4.0,4.0,1.0,2.0,3.0,4.0,2019,reg,fap 225,1.0,
A2Z70,300,1.227895691448085,5.0,1.0,4.0,2.0,2.0,3.0,4.0,2019,reg,fap 225,2.0,
A2Z70,100,0.7831057534785704,5.0,3.0,4.0,2.0,2.0,3.0,4.0,2019,reg,fap 225,3.0,
A2Z70,600,0.04032788977367569,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2019,reg,fap 225,4.0,
A2Z70,5100,0.557486172663622,5.0,2.0,4.0,5.0,2.0,3.0,4.0,2019,reg,fap 225,11.0,
A2Z70,2700,0.9523386748961415,5.0,2.0,4.0,5.0,3.0,3.0,4.0,2019,reg,fap 225,24.0,
A2Z70,3300,0.9563252264857706,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2019,reg,fap 225,27.0,
A2Z70,2800,0.2749510591666973,4.0,1.0,4.0,5.0,3.0,3.0,4.0,2019,reg,fap 225,28.0,
A2Z70,3800,1.243670372207992,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2019,reg,fap 225,32.0,
A2Z70,4600,0.9218695962629122,5.0,1.0,4.0,5.0,1.0,3.0,4.0,2019,reg,fap 225,44.0,
A2Z70,4900,1.141249174839724,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2019,reg,fap 225,52.0,
A2Z70,5600,1.252495909795545,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2019,reg,fap 225,53.0,
A2Z70,6800,-0.1066966725849633,3.0,1.0,4.0,4.0,2.0,3.0,4.0,2019,reg,fap 225,75.0,
A2Z70,5300,-0.4924945888759389,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2019,reg,fap 225,76.0,
A2Z70,5800,0.5529613334493285,5.0,2.0,4.0,4.0,2.0,3.0,4.0,2019,reg,fap 225,84.0,
A2Z70,3500,0.351932056886883,4.0,1.0,4.0,4.0,2.0,3.0,4.0,2019,reg,fap 225,93.0,
A2Z70,300,-0.9422409465276765,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2019,reg,fap 225,94.0,
A2Z90,100,0.9258599779340925,,,,,,,,2019,reg,fap 225,1.0,
A2Z90,100,0.5625366358194522,,,,,,,,2019,reg,fap 225,2.0,
A2Z90,0,0.09916325408187247,,,,,,,,2019,reg,fap 225,3.0,
A2Z90,100,0.08813367419241164,3.0,2.0,5.0,2.0,1.0,1.0,5.0,2019,reg,fap 225,4.0,
A2Z90,2000,0.2594698097570058,4.0,3.0,5.0,3.0,1.0,1.0,5.0,2019,reg,fap 225,11.0,
A2Z90,500,0.6358439117176471,,,,,,,,2019,reg,fap 225,24.0,
A2Z90,600,0.7578873122685744,,,,,,,,2019,reg,fap 225,27.0,
A2Z90,400,0.663903938802743,5.0,3.0,5.0,2.0,1.0,1.0,5.0,2019,reg,fap 225,28.0,
A2Z90,800,0.9365738680951557,,,,,,,,2019,reg,fap 225,32.0,
A2Z90,1000,1.479940568872822,5.0,2.0,5.0,4.0,1.0,1.0,5.0,2019,reg,fap 225,44.0,
A2Z90,1100,1.038091248197301,,,,,,,,2019,reg,fap 225,52.0,
A2Z90,900,1.088739314994738,,,,,,,,2019,reg,fap 225,53.0,
A2Z90,1800,0.2824116706618184,4.0,2.0,5.0,4.0,1.0,1.0,5.0,2019,reg,fap 225,75.0,
A2Z90,1600,-0.45344152586675,2.0,1.0,5.0,3.0,1.0,1.0,5.0,2019,reg,fap 225,76.0,
A2Z90,1400,0.3354766024375246,4.0,3.0,5.0,3.0,1.0,1.0,5.0,2019,reg,fap 225,84.0,
A2Z90,700,0.8224456406249049,5.0,3.0,5.0,3.0,1.0,1.0,5.0,2019,reg,fap 225,93.0,
A2Z90,100,-1.036173623538869,,,,,,,,2019,reg,fap 225,94.0,
A3Z40,100,0.6545469636547366,,,,,,,,2019,reg,fap 225,1.0,
A3Z40,0,0.6545469636547366,,,,,,,,2019,reg,fap 225,2.0,
A3Z40,100,1.701347975908755,,,,,,,,2019,reg,fap 225,3.0,
A3Z40,100,0.6545469636547366,,,,,,,,2019,reg,fap 225,4.0,
A3Z40,100,-1.328853093431521,,,,,,,,2019,reg,fap 225,11.0,
A3Z40,0,0.6545469636547366,,,,,,,,2019,reg,fap 225,24.0,
A3Z40,0,0.6545469636547366,,,,,,,,2019,reg,fap 225,27.0,
A3Z40,1200,0.3361798230455726,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,28.0,
A3Z40,400,0.4409298478632567,,,,,,,,2019,reg,fap 225,32.0,
A3Z40,100,0.7956171120513651,,,,,,,,2019,reg,fap 225,44.0,
A3Z40,700,-0.4237465049448487,2.0,5.0,5.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,52.0,
A3Z40,2000,1.126017918958771,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,53.0,
A3Z40,1300,1.153511120991006,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2019,reg,fap 225,75.0,
A3Z40,500,0.8944290539347757,5.0,2.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,76.0,
A3Z40,100,-0.67796438439932,,,,,,,,2019,reg,fap 225,84.0,
A3Z40,200,-0.043117907182895,,,,,,,,2019,reg,fap 225,93.0,
A3Z40,0,-1.257513962611929,,,,,,,,2019,reg,fap 225,94.0,
A3Z41,0,-0.6159720098023294,,,,,,,,2019,reg,fap 225,1.0,
A3Z41,0,-0.6159720098023294,,,,,,,,2019,reg,fap 225,2.0,
A3Z41,100,1.701347975908755,,,,,,,,2019,reg,fap 225,3.0,
A3Z41,0,-0.6159720098023294,,,,,,,,2019,reg,fap 225,4.0,
A3Z41,300,-1.290468557917128,1.0,5.0,5.0,2.0,3.0,5.0,5.0,2019,reg,fap 225,11.0,
A3Z41,0,-0.6159720098023294,,,,,,,,2019,reg,fap 225,24.0,
A3Z41,0,-0.6159720098023294,,,,,,,,2019,reg,fap 225,27.0,
A3Z41,500,0.3270465343012797,4.0,2.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,28.0,
A3Z41,500,0.4409298478632567,,,,,,,,2019,reg,fap 225,32.0,
A3Z41,100,1.889742482919858,5.0,4.0,5.0,2.0,2.0,5.0,5.0,2019,reg,fap 225,44.0,
A3Z41,200,-0.9631680273396125,,,,,,,,2019,reg,fap 225,52.0,
A3Z41,600,-0.9631489481523423,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,53.0,
A3Z41,200,0.005246398072797226,3.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,75.0,
A3Z41,100,1.074358718520363,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,76.0,
A3Z41,100,-0.67796438439932,,,,,,,,2019,reg,fap 225,84.0,
A3Z41,800,-0.8256679966139935,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,93.0,
A3Z41,100,-1.257513962611929,,,,,,,,2019,reg,fap 225,94.0,
A3Z90,0,-0.5144705459573088,,,,,,,,2019,reg,fap 225,1.0,
A3Z90,0,-0.5144705459573088,,,,,,,,2019,reg,fap 225,2.0,
A3Z90,0,1.701347975908755,,,,,,,,2019,reg,fap 225,3.0,
A3Z90,100,-0.5144705459573088,,,,,,,,2019,reg,fap 225,4.0,
A3Z90,400,-1.328853093431521,,,,,,,,2019,reg,fap 225,11.0,
A3Z90,100,-0.5144705459573088,,,,,,,,2019,reg,fap 225,24.0,
A3Z90,0,-0.5144705459573088,,,,,,,,2019,reg,fap 225,27.0,
A3Z90,700,-0.2237813843966435,,,,,,,,2019,reg,fap 225,28.0,
A3Z90,300,0.4409298478632567,,,,,,,,2019,reg,fap 225,32.0,
A3Z90,0,0.7956171120513651,,,,,,,,2019,reg,fap 225,44.0,
A3Z90,500,-0.9631680273396125,,,,,,,,2019,reg,fap 225,52.0,
A3Z90,1300,0.05347945671429012,,,,,,,,2019,reg,fap 225,53.0,
A3Z90,400,0.8880137882627951,,,,,,,,2019,reg,fap 225,75.0,
A3Z90,100,1.082393714066563,,,,,,,,2019,reg,fap 225,76.0,
A3Z90,100,-0.67796438439932,,,,,,,,2019,reg,fap 225,84.0,
A3Z90,1600,0.104458112811061,3.0,1.0,5.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,93.0,
A3Z90,100,-1.649434067425016,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,94.0,
B0Z20,700,0.2644889087459401,4.0,3.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,1.0,
B0Z20,600,0.05106255494231099,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2019,reg,fap 225,2.0,
B0Z20,500,0.6125866893158791,5.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,3.0,
B0Z20,1300,-0.6068284328636205,1.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,4.0,
B0Z20,13000,0.159332889603994,4.0,3.0,1.0,1.0,3.0,4.0,3.0,2019,reg,fap 225,11.0,
B0Z20,3500,0.5101717687387385,5.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,24.0,
B0Z20,4200,-0.03391596092681665,3.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,27.0,
B0Z20,4600,0.1657183088247127,4.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,28.0,
B0Z20,7800,0.2146001485977554,4.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,32.0,
B0Z20,6900,0.603197052245728,5.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,44.0,
B0Z20,5200,0.1344097456516811,4.0,5.0,1.0,2.0,5.0,4.0,3.0,2019,reg,fap 225,52.0,
B0Z20,4600,1.033184105745833,5.0,5.0,1.0,3.0,4.0,4.0,3.0,2019,reg,fap 225,53.0,
B0Z20,8600,0.6890932829535201,5.0,5.0,1.0,2.0,4.0,4.0,3.0,2019,reg,fap 225,75.0,
B0Z20,7700,0.3129655979468075,4.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,76.0,
B0Z20,11300,0.60706065290278,5.0,5.0,1.0,2.0,4.0,4.0,3.0,2019,reg,fap 225,84.0,
B0Z20,6700,-0.4969508123306671,2.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,93.0,
B0Z20,800,0.9988483964781526,5.0,5.0,1.0,1.0,3.0,4.0,3.0,2019,reg,fap 225,94.0,
B0Z21,400,0.9213056228704373,5.0,5.0,1.0,1.0,2.0,3.0,3.0,2019,reg,fap 225,1.0,
B0Z21,300,0.3629022501869325,4.0,5.0,1.0,1.0,3.0,3.0,3.0,2019,reg,fap 225,2.0,
B0Z21,200,0.03400022683996509,3.0,5.0,1.0,1.0,5.0,3.0,3.0,2019,reg,fap 225,3.0,
B0Z21,1400,-0.1805323342017112,3.0,5.0,1.0,1.0,3.0,3.0,3.0,2019,reg,fap 225,4.0,
B0Z21,13200,0.09974548761531801,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2019,reg,fap 225,11.0,
B0Z21,3700,0.5865130376291567,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2019,reg,fap 225,24.0,
B0Z21,3800,0.8959730481396121,5.0,5.0,1.0,3.0,4.0,3.0,3.0,2019,reg,fap 225,27.0,
B0Z21,4600,1.007199079509969,5.0,5.0,1.0,2.0,4.0,3.0,3.0,2019,reg,fap 225,28.0,
B0Z21,6700,0.3844710464024042,4.0,5.0,1.0,1.0,4.0,3.0,3.0,2019,reg,fap 225,32.0,
B0Z21,6600,0.9307329925147612,5.0,5.0,1.0,2.0,3.0,3.0,3.0,2019,reg,fap 225,44.0,
B0Z21,5100,1.35309064234269,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2019,reg,fap 225,52.0,
B0Z21,4100,1.138485654850447,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2019,reg,fap 225,53.0,
B0Z21,8800,1.193415726331266,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2019,reg,fap 225,75.0,
B0Z21,8000,0.6211408497077633,5.0,5.0,1.0,2.0,4.0,3.0,3.0,2019,reg,fap 225,76.0,
B0Z21,11500,1.05048588127051,5.0,5.0,1.0,3.0,4.0,3.0,3.0,2019,reg,fap 225,84.0,
B0Z21,6800,0.2723112653276135,4.0,5.0,1.0,2.0,5.0,3.0,3.0,2019,reg,fap 225,93.0,
B0Z21,1400,1.291100123204018,5.0,4.0,1.0,5.0,4.0,3.0,3.0,2019,reg,fap 225,94.0,
B1Z40,300,1.028341329572484,5.0,5.0,1.0,1.0,2.0,4.0,4.0,2019,reg,fap 225,1.0,
B1Z40,400,-0.2807485844881902,2.0,5.0,1.0,1.0,5.0,4.0,4.0,2019,reg,fap 225,2.0,
B1Z40,400,-0.01680399414622544,3.0,5.0,1.0,1.0,3.0,4.0,4.0,2019,reg,fap 225,3.0,
B1Z40,1200,-0.8460867357936821,1.0,5.0,1.0,1.0,4.0,4.0,4.0,2019,reg,fap 225,4.0,
B1Z40,12800,0.6428253518154098,5.0,3.0,1.0,4.0,3.0,4.0,4.0,2019,reg,fap 225,11.0,
B1Z40,3000,0.9633231799070755,5.0,3.0,1.0,5.0,4.0,4.0,4.0,2019,reg,fap 225,24.0,
B1Z40,3000,1.043759522834244,5.0,4.0,1.0,5.0,4.0,4.0,4.0,2019,reg,fap 225,27.0,
B1Z40,3800,0.9342235903196492,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2019,reg,fap 225,28.0,
B1Z40,8000,0.6911564009926003,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2019,reg,fap 225,32.0,
B1Z40,6700,1.267652662440507,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2019,reg,fap 225,44.0,
B1Z40,4900,1.500514310814556,5.0,4.0,1.0,5.0,4.0,4.0,4.0,2019,reg,fap 225,52.0,
B1Z40,4600,1.255146656581362,5.0,4.0,1.0,5.0,2.0,4.0,4.0,2019,reg,fap 225,53.0,
B1Z40,7400,1.316430341161073,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2019,reg,fap 225,75.0,
B1Z40,7500,0.7320407603764761,5.0,4.0,1.0,4.0,5.0,4.0,4.0,2019,reg,fap 225,76.0,
B1Z40,9600,1.2652321624803,5.0,4.0,1.0,5.0,3.0,4.0,4.0,2019,reg,fap 225,84.0,
B1Z40,6300,-0.07113149751567431,3.0,4.0,1.0,3.0,5.0,4.0,4.0,2019,reg,fap 225,93.0,
B1Z40,300,1.458167383854936,5.0,5.0,1.0,4.0,1.0,4.0,4.0,2019,reg,fap 225,94.0,
B2Z40,1000,0.09094716463359442,3.0,5.0,4.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,1.0,
B2Z40,1500,-0.4324380905059662,2.0,3.0,4.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,2.0,
B2Z40,600,-0.1154631266200937,3.0,5.0,4.0,1.0,5.0,4.0,3.0,2019,reg,fap 225,3.0,
B2Z40,2000,-0.4890404587348752,2.0,5.0,4.0,1.0,3.0,4.0,3.0,2019,reg,fap 225,4.0,
B2Z40,23500,0.7530902811081731,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2019,reg,fap 225,11.0,
B2Z40,7000,0.8780059941131908,5.0,3.0,4.0,3.0,3.0,4.0,3.0,2019,reg,fap 225,24.0,
B2Z40,6900,1.257563429841359,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2019,reg,fap 225,27.0,
B2Z40,9400,1.409995924536117,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2019,reg,fap 225,28.0,
B2Z40,14600,0.8601868074940136,5.0,3.0,4.0,3.0,5.0,4.0,3.0,2019,reg,fap 225,32.0,
B2Z40,12700,1.306356054990551,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2019,reg,fap 225,44.0,
B2Z40,13800,1.347934046387094,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2019,reg,fap 225,52.0,
B2Z40,10700,1.379156798875034,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2019,reg,fap 225,53.0,
B2Z40,18100,1.310590194271567,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2019,reg,fap 225,75.0,
B2Z40,16900,0.8403106836588838,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2019,reg,fap 225,76.0,
B2Z40,20400,1.134424972850312,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2019,reg,fap 225,84.0,
B2Z40,12900,0.2081905102712068,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2019,reg,fap 225,93.0,
B2Z40,1700,1.46515637392761,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2019,reg,fap 225,94.0,
B2Z41,0,-0.1763456797887131,,,,,,,,2019,reg,fap 225,1.0,
B2Z41,0,-0.3335253082780296,,,,,,,,2019,reg,fap 225,2.0,
B2Z41,0,-0.07520918459531233,,,,,,,,2019,reg,fap 225,3.0,
B2Z41,0,-0.2638109649593126,,,,,,,,2019,reg,fap 225,4.0,
B2Z41,1300,0.4486366264291073,4.0,1.0,4.0,4.0,4.0,3.0,5.0,2019,reg,fap 225,11.0,
B2Z41,700,1.218195445190207,,,,,,,,2019,reg,fap 225,24.0,
B2Z41,600,1.938725626096061,5.0,1.0,4.0,4.0,5.0,3.0,5.0,2019,reg,fap 225,27.0,
B2Z41,600,1.449461106367872,,,,,,,,2019,reg,fap 225,28.0,
B2Z41,800,1.913837043083865,5.0,1.0,4.0,4.0,4.0,3.0,5.0,2019,reg,fap 225,32.0,
B2Z41,1000,1.020829453900877,5.0,1.0,4.0,5.0,2.0,3.0,5.0,2019,reg,fap 225,44.0,
B2Z41,900,1.032020434566712,5.0,2.0,4.0,4.0,5.0,3.0,5.0,2019,reg,fap 225,52.0,
B2Z41,800,1.529835253171518,5.0,2.0,4.0,5.0,2.0,3.0,5.0,2019,reg,fap 225,53.0,
B2Z41,1400,1.136716606473192,5.0,2.0,4.0,4.0,5.0,3.0,5.0,2019,reg,fap 225,75.0,
B2Z41,1000,0.9875937213535535,5.0,2.0,4.0,3.0,2.0,3.0,5.0,2019,reg,fap 225,76.0,
B2Z41,900,1.150893930426642,5.0,2.0,4.0,4.0,1.0,3.0,5.0,2019,reg,fap 225,84.0,
B2Z41,500,0.1037284144197531,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2019,reg,fap 225,93.0,
B2Z41,100,1.228771137171992,,,,,,,,2019,reg,fap 225,94.0,
B2Z42,100,-1.586789557136838,1.0,5.0,1.0,2.0,4.0,5.0,5.0,2019,reg,fap 225,1.0,
B2Z42,100,-1.706389780094074,1.0,4.0,1.0,1.0,3.0,5.0,5.0,2019,reg,fap 225,2.0,
B2Z42,0,-0.07520918459531233,,,,,,,,2019,reg,fap 225,3.0,
B2Z42,200,2.098638563688021,5.0,3.0,1.0,2.0,4.0,5.0,5.0,2019,reg,fap 225,4.0,
B2Z42,1200,1.538899525584691,5.0,3.0,1.0,3.0,2.0,5.0,5.0,2019,reg,fap 225,11.0,
