"code_reg","FAP_3","emp_fap_reg","emp_reg","variable","nom_reg","GID","var_classe","REG","emp_fap_reg2","pourcentage"
27,"W0Z","43523.73","1070586.35","4.0654","Bourgogne-Franche-Comté","FRA.2_1","4,0 - 4,5","27",43523.73,0.0408640181459749
28,"W0Z","51785.47","1269386.93","4.0796","Normandie","FRA.9_1","4,0 - 4,5","28",51785.47,0.0486208876348107
32,"W0Z","99788.57","2109995.91","4.7293","Hauts-de-France","FRA.7_1","4,5 - 5,0","32",99788.57,0.0936905438766597
44,"W0Z","85774.59","2060125.53","4.1636","Grand Est","FRA.6_1","4,0 - 4,5","44",85774.59,0.0805329506966328
52,"W0Z","59621.74","1530280.18","3.8961","Pays de la Loire","FRA.12_1","3,5 - 4,0","52",59621.74,0.0559782873677095
53,"W0Z","52972.39","1308549.40","4.0482","Bretagne","FRA.3_1","4,0 - 4,5","53",52972.39,0.0497352755886424
75,"W0Z","86848.61","2326392.53","3.7332","Nouvelle-Aquitaine","FRA.10_1","3,5 - 4,0","75",86848.61,0.0815413379090602
76,"W0Z","88490.01","2211951.10","4.0005","Occitanie","FRA.11_1","4,0 - 4,5","76",88490.01,0.0830824328332499
84,"W0Z","126281.49","3200845.62","3.9453","Auvergne-Rhône-Alpes","FRA.1_1","3,5 - 4,0","84",126281.49,0.118564495709829
93,"W0Z","75025.54","1900656.30","3.9473","Provence-Alpes-Côte d'Azur","FRA.13_1","3,5 - 4,0","93",75025.54,0.0704407693911245
94,"W0Z","4567.53","131710.37","3.4679","Corse","FRA.5_1","3,0 - 3,5","94",4567.53,0.00428841068544182
101,"W1Z","1117.91","126983.02","0.8804","Guadeloupe","Dom____","0,75 - 1,0","1",1117.91,0.00636171636536469
102,"W1Z","1201.65","129619.25","0.9271","Martinique","Dom____","0,75 - 1,0","2",1201.65,0.0068382575255973
103,"W1Z","716.37","68798.00","1.0413","Guyane","Dom____","1,0 - 1,5","3",716.37,0.00407666337420392
104,"W1Z","2480.12","260932.19","0.9505","La Réunion","Dom____","0,75 - 1,0","4",2480.12,0.0141136764069275
106,"W1Z","2.50","438.45","0.5703","Mayotte","Dom____","0,5 - 0,75","6",2.5,1.42268079840164e-05
11,"W1Z","37618.40","5730403.41","0.6565","Île-de-France","FRA.8_1","0,5 - 0,75","11",37618.4,0.214075901386368
24,"W1Z","6493.71","975024.95","0.6660","Centre-Val de Loire","FRA.4_1","0,5 - 0,75","24",6493.71,0.0369539061095547
27,"W1Z","6432.77","1070586.35","0.6009","Bourgogne-Franche-Comté","FRA.2_1","0,5 - 0,75","27",6432.77,0.0366071134381364
28,"W1Z","8124.20","1269386.93","0.6400","Normandie","FRA.9_1","0,5 - 0,75","28",8124.2,0.0462325733694983
32,"W1Z","13538.54","2109995.91","0.6416","Hauts-de-France","FRA.7_1","0,5 - 0,75","32",13538.54,0.0770440835855699
44,"W1Z","12603.02","2060125.53","0.6118","Grand Est","FRA.6_1","0,5 - 0,75","44",12603.02,0.0717202982234871
52,"W1Z","10226.95","1530280.18","0.6683","Pays de la Loire","FRA.12_1","0,5 - 0,75","52",10226.95,0.0581987415648544
53,"W1Z","8755.82","1308549.40","0.6691","Bretagne","FRA.3_1","0,5 - 0,75","53",8755.82,0.049826947953044
75,"W1Z","14616.87","2326392.53","0.6283","Nouvelle-Aquitaine","FRA.10_1","0,5 - 0,75","75",14616.87,0.0831805611269316
76,"W1Z","16480.61","2211951.10","0.7451","Occitanie","FRA.11_1","0,5 - 0,75","76",16480.61,0.0937865895717839
84,"W1Z","21174.05","3200845.62","0.6615","Auvergne-Rhône-Alpes","FRA.1_1","0,5 - 0,75","84",21174.05,0.120495657437585
93,"W1Z","13477.51","1900656.30","0.7091","Provence-Alpes-Côte d'Azur","FRA.13_1","0,5 - 0,75","93",13477.51,0.0766967787490641
94,"W1Z","663.59","131710.37","0.5038","Corse","FRA.5_1","0,5 - 0,75","94",663.59,0.00377630700404536
101,"X0Z","119.68","126983.02","0.0943","Guadeloupe","Dom____","0,0 - 0,1","1",119.68,0.00469966959375032
102,"X0Z","207.98","129619.25","0.1605","Martinique","Dom____","0,1 - 0,25","2",207.98,0.00816708958980775
103,"X0Z","37.21","68798.00","0.0541","Guyane","Dom____","0,0 - 0,1","3",37.21,0.00146118570841786
104,"X0Z","219.80","260932.19","0.0842","La Réunion","Dom____","0,0 - 0,1","4",219.8,0.008631244791998
106,"X0Z","6.07","438.45","1.3843","Mayotte","Dom____","1,0 - 1,5","6",6.07,0.000238360581835431
11,"X0Z","6819.21","5730403.41","0.1190","Île-de-France","FRA.8_1","0,1 - 0,25","11",6819.21,0.26778103183822
24,"X0Z","872.76","975024.95","0.0895","Centre-Val de Loire","FRA.4_1","0,0 - 0,1","24",872.76,0.0342720891931946
27,"X0Z","1008.57","1070586.35","0.0942","Bourgogne-Franche-Comté","FRA.2_1","0,0 - 0,1","27",1008.57,0.0396051617828272
28,"X0Z","1679.34","1269386.93","0.1323","Normandie","FRA.9_1","0,1 - 0,25","28",1679.34,0.0659453804776793
32,"X0Z","1065.10","2109995.91","0.0505","Hauts-de-France","FRA.7_1","0,0 - 0,1","32",1065.1,0.0418250174156372
44,"X0Z","2338.95","2060125.53","0.1135","Grand Est","FRA.6_1","0,1 - 0,25","44",2338.95,0.091847361265895
52,"X0Z","1022.42","1530280.18","0.0668","Pays de la Loire","FRA.12_1","0,0 - 0,1","52",1022.42,0.0401490323031601
53,"X0Z","1064.53","1308549.40","0.0814","Bretagne","FRA.3_1","0,0 - 0,1","53",1064.53,0.0418026342967499
75,"X0Z","1939.33","2326392.53","0.0834","Nouvelle-Aquitaine","FRA.10_1","0,0 - 0,1","75",1939.33,0.0761548314943834
76,"X0Z","1971.65","2211951.10","0.0891","Occitanie","FRA.11_1","0,0 - 0,1","76",1971.65,0.0774239936039256
84,"X0Z","2581.48","3200845.62","0.0806","Auvergne-Rhône-Alpes","FRA.1_1","0,0 - 0,1","84",2581.48,0.101371182009313
93,"X0Z","2406.52","1900656.30","0.1266","Provence-Alpes-Côte d'Azur","FRA.13_1","0,1 - 0,25","93",2406.52,0.0945007425697862
94,"X0Z","105.02","131710.37","0.0797","Corse","FRA.5_1","0,0 - 0,1","94",105.02,0.00412399148341961
